"ref_area.label","source.label","indicator.label","sex.label","classif1.label","time","obs_value","obs_status.label","note_indicator.label","note_source.label"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Male","Institutional sector: Private","2015",8396.017,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Female","Institutional sector: Total","2015",8105.713,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Female","Institutional sector: Public","2015",1610.717,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Female","Institutional sector: Private","2015",6494.996,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Total","Institutional sector: Total","2014",17344.174,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Total","Institutional sector: Public","2014",2925.786,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Total","Institutional sector: Private","2014",14418.387,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Male","Institutional sector: Total","2014",9442.67,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Male","Institutional sector: Public","2014",1359.256,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Male","Institutional sector: Private","2014",8083.414,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Female","Institutional sector: Total","2014",7901.504,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Female","Institutional sector: Public","2014",1566.53,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Female","Institutional sector: Private","2014",6334.974,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Total","Institutional sector: Total","2013",17139.007,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Total","Institutional sector: Public","2013",2937.356,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Total","Institutional sector: Private","2013",14201.652,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Male","Institutional sector: Total","2013",9315.763,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Male","Institutional sector: Public","2013",1342.695,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Male","Institutional sector: Private","2013",7973.069,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Female","Institutional sector: Total","2013",7823.244,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Female","Institutional sector: Public","2013",1594.661,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Female","Institutional sector: Private","2013",6228.583,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Total","Institutional sector: Total","2012",17632.665,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Total","Institutional sector: Public","2012",3112.355,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Total","Institutional sector: Private","2012",14520.31,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Male","Institutional sector: Total","2012",9608.157,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Male","Institutional sector: Public","2012",1396.536,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Male","Institutional sector: Private","2012",8211.622,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Female","Institutional sector: Total","2012",8024.508,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Female","Institutional sector: Public","2012",1715.819,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Female","Institutional sector: Private","2012",6308.688,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Total","Institutional sector: Total","2011",18421.407,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Total","Institutional sector: Public","2011",3277.046,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Total","Institutional sector: Private","2011",15144.361,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Male","Institutional sector: Total","2011",10152.459,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Male","Institutional sector: Public","2011",1503.399,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Male","Institutional sector: Private","2011",8649.06,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Female","Institutional sector: Total","2011",8268.947,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Female","Institutional sector: Public","2011",1773.647,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Female","Institutional sector: Private","2011",6495.301,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Total","Institutional sector: Total","2010",18724.472,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Total","Institutional sector: Public","2010",3209.593,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Total","Institutional sector: Private","2010",15514.878,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Male","Institutional sector: Total","2010",10423.7,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Male","Institutional sector: Public","2010",1477.032,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Male","Institutional sector: Private","2010",8946.668,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Female","Institutional sector: Total","2010",8300.772,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Female","Institutional sector: Public","2010",1732.561,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Female","Institutional sector: Private","2010",6568.21,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Total","Institutional sector: Total","2009",19106.889,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Total","Institutional sector: Public","2009",3118.963,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Total","Institutional sector: Private","2009",15987.926,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Male","Institutional sector: Total","2009",10733.089,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Male","Institutional sector: Public","2009",1465.12,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Male","Institutional sector: Private","2009",9267.97,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Female","Institutional sector: Total","2009",8373.799,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Female","Institutional sector: Public","2009",1653.843,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Female","Institutional sector: Private","2009",6719.956,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Total","Institutional sector: Total","2008",20469.657,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Total","Institutional sector: Public","2008",3006.666,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Total","Institutional sector: Private","2008",17462.99,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Male","Institutional sector: Total","2008",11805.171,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Male","Institutional sector: Public","2008",1392.485,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Male","Institutional sector: Private","2008",10412.685,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Female","Institutional sector: Total","2008",8664.486,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Female","Institutional sector: Public","2008",1614.181,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Female","Institutional sector: Private","2008",7050.305,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Total","Institutional sector: Total","2007",20579.938,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Total","Institutional sector: Public","2007",2969.64,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Total","Institutional sector: Private","2007",17610.298,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Male","Institutional sector: Total","2007",12067.383,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Male","Institutional sector: Public","2007",1411.606,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Male","Institutional sector: Private","2007",10655.777,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Female","Institutional sector: Total","2007",8512.555,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Female","Institutional sector: Public","2007",1558.034,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Female","Institutional sector: Private","2007",6954.521,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Total","Institutional sector: Total","2006",19939.097,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Total","Institutional sector: Public","2006",2931.518,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Total","Institutional sector: Private","2006",17007.578,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Male","Institutional sector: Total","2006",11808.508,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Male","Institutional sector: Public","2006",1405.786,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Male","Institutional sector: Private","2006",10402.721,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Female","Institutional sector: Total","2006",8130.589,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Female","Institutional sector: Public","2006",1525.732,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Female","Institutional sector: Private","2006",6604.857,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Total","Institutional sector: Total","2005",19206.987,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Total","Institutional sector: Public","2005",2917.084,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Total","Institutional sector: Private","2005",16289.904,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Male","Institutional sector: Total","2005",11485.018,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Male","Institutional sector: Public","2005",1416.757,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Male","Institutional sector: Private","2005",10068.261,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Female","Institutional sector: Total","2005",7721.969,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Female","Institutional sector: Public","2005",1500.326,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Female","Institutional sector: Private","2005",6221.643,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Total","Institutional sector: Total","2004",18142.251,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Total","Institutional sector: Public","2004",2841.152,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Total","Institutional sector: Private","2004",15301.099,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Male","Institutional sector: Total","2004",10988.072,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Male","Institutional sector: Public","2004",1379.515,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Male","Institutional sector: Private","2004",9608.558,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Female","Institutional sector: Total","2004",7154.178,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Female","Institutional sector: Public","2004",1461.637,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Female","Institutional sector: Private","2004",5692.541,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Total","Institutional sector: Total","2003",17475.607,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Total","Institutional sector: Public","2003",2735.989,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Total","Institutional sector: Private","2003",14739.618,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Male","Institutional sector: Total","2003",10714.829,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Male","Institutional sector: Public","2003",1365.436,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Male","Institutional sector: Private","2003",9349.393,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Female","Institutional sector: Total","2003",6760.778,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Female","Institutional sector: Public","2003",1370.554,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Female","Institutional sector: Private","2003",5390.225,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Total","Institutional sector: Total","2002",16790.094,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Total","Institutional sector: Public","2002",2619.32,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Total","Institutional sector: Private","2002",14170.774,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Male","Institutional sector: Total","2002",10407.795,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Male","Institutional sector: Public","2002",1348.322,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Male","Institutional sector: Private","2002",9059.473,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Female","Institutional sector: Total","2002",6382.299,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Female","Institutional sector: Public","2002",1270.998,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Female","Institutional sector: Private","2002",5111.301,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Total","Institutional sector: Total","2001",16162.428,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Total","Institutional sector: Public","2001",2509.233,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Total","Institutional sector: Private","2001",13653.195,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Male","Institutional sector: Total","2001",10166.683,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Male","Institutional sector: Public","2001",1302.646,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Male","Institutional sector: Private","2001",8864.037,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Female","Institutional sector: Total","2001",5995.745,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Female","Institutional sector: Public","2001",1206.587,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Female","Institutional sector: Private","2001",4789.158,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Total","Institutional sector: Total","2000",15534.469,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Total","Institutional sector: Public","2000",2445.622,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Total","Institutional sector: Private","2000",13088.846,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Male","Institutional sector: Total","2000",9849.7,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Male","Institutional sector: Public","2000",1285.819,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Male","Institutional sector: Private","2000",8563.881,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Female","Institutional sector: Total","2000",5684.769,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Female","Institutional sector: Public","2000",1159.803,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Female","Institutional sector: Private","2000",4524.966,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Estonia","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Total","Institutional sector: Total","2020",656.6,,"Public sector coverage: Total public sector","Employment definition: Excluding own-use production workers | Age coverage - maximum age: 74 years old"
"Estonia","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Total","Institutional sector: Public","2020",161.9,,"Public sector coverage: Total public sector","Employment definition: Excluding own-use production workers | Age coverage - maximum age: 74 years old"
"Estonia","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Total","Institutional sector: Private","2020",494.7,,"Public sector coverage: Total public sector","Employment definition: Excluding own-use production workers | Age coverage - maximum age: 74 years old"
"Estonia","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Male","Institutional sector: Total","2020",337.9,,"Public sector coverage: Total public sector","Employment definition: Excluding own-use production workers | Age coverage - maximum age: 74 years old"
"Estonia","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Male","Institutional sector: Public","2020",54.1,,"Public sector coverage: Total public sector","Employment definition: Excluding own-use production workers | Age coverage - maximum age: 74 years old"
"Estonia","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Male","Institutional sector: Private","2020",283.8,,"Public sector coverage: Total public sector","Employment definition: Excluding own-use production workers | Age coverage - maximum age: 74 years old"
"Estonia","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Female","Institutional sector: Total","2020",318.7,,"Public sector coverage: Total public sector","Employment definition: Excluding own-use production workers | Age coverage - maximum age: 74 years old"
"Estonia","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Female","Institutional sector: Public","2020",107.8,,"Public sector coverage: Total public sector","Employment definition: Excluding own-use production workers | Age coverage - maximum age: 74 years old"
"Estonia","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Female","Institutional sector: Private","2020",210.9,,"Public sector coverage: Total public sector","Employment definition: Excluding own-use production workers | Age coverage - maximum age: 74 years old"
"Estonia","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Total","Institutional sector: Total","2019",671.3,,"Public sector coverage: Total public sector","Employment definition: Excluding own-use production workers | Age coverage - maximum age: 74 years old"
"Estonia","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Total","Institutional sector: Public","2019",159.8,,"Public sector coverage: Total public sector","Employment definition: Excluding own-use production workers | Age coverage - maximum age: 74 years old"
"Estonia","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Total","Institutional sector: Private","2019",511.5,,"Public sector coverage: Total public sector","Employment definition: Excluding own-use production workers | Age coverage - maximum age: 74 years old"
"Estonia","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Male","Institutional sector: Total","2019",346.1,,"Public sector coverage: Total public sector","Employment definition: Excluding own-use production workers | Age coverage - maximum age: 74 years old"
"Estonia","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Male","Institutional sector: Public","2019",51.3,,"Public sector coverage: Total public sector","Employment definition: Excluding own-use production workers | Age coverage - maximum age: 74 years old"
"Estonia","LFS - Labour Force Survey","Employment by sex and public/private sector (thousands)","Sex: Male","Institutional sector: Private","2019",294.7,,"Public sector coverage: Total public sector","Employment definition: Excluding own-use production workers | Age coverage - maximum age: 74 years old"
