"ref_area.label","source.label","indicator.label","sex.label","time","obs_value","obs_status.label","note_indicator.label","note_source.label"
"Switzerland","HIES - EU Statistics on Income and Living Conditions","Informal employment rate by sex (%)","Sex: Female","2021",1.761,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Switzerland","HIES - EU Statistics on Income and Living Conditions","Informal employment rate by sex (%)","Sex: Total","2020",1.242,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Switzerland","HIES - EU Statistics on Income and Living Conditions","Informal employment rate by sex (%)","Sex: Male","2020",0.796,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Switzerland","HIES - EU Statistics on Income and Living Conditions","Informal employment rate by sex (%)","Sex: Female","2020",1.742,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Switzerland","HIES - EU Statistics on Income and Living Conditions","Informal employment rate by sex (%)","Sex: Total","2019",1.1,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Switzerland","HIES - EU Statistics on Income and Living Conditions","Informal employment rate by sex (%)","Sex: Male","2019",0.283,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Switzerland","HIES - EU Statistics on Income and Living Conditions","Informal employment rate by sex (%)","Sex: Female","2019",2.042,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Switzerland","HIES - EU Statistics on Income and Living Conditions","Informal employment rate by sex (%)","Sex: Total","2018",1.434,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Switzerland","HIES - EU Statistics on Income and Living Conditions","Informal employment rate by sex (%)","Sex: Male","2018",0.65,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Switzerland","HIES - EU Statistics on Income and Living Conditions","Informal employment rate by sex (%)","Sex: Female","2018",2.334,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Switzerland","HIES - EU Statistics on Income and Living Conditions","Informal employment rate by sex (%)","Sex: Total","2017",1.186,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Switzerland","HIES - EU Statistics on Income and Living Conditions","Informal employment rate by sex (%)","Sex: Male","2017",0.363,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Switzerland","HIES - EU Statistics on Income and Living Conditions","Informal employment rate by sex (%)","Sex: Female","2017",2.158,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Switzerland","HIES - EU Statistics on Income and Living Conditions","Informal employment rate by sex (%)","Sex: Total","2016",1.462,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Switzerland","HIES - EU Statistics on Income and Living Conditions","Informal employment rate by sex (%)","Sex: Male","2016",0.744,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Switzerland","HIES - EU Statistics on Income and Living Conditions","Informal employment rate by sex (%)","Sex: Female","2016",2.343,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Switzerland","HIES - EU Statistics on Income and Living Conditions","Informal employment rate by sex (%)","Sex: Total","2015",1.645,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Switzerland","HIES - EU Statistics on Income and Living Conditions","Informal employment rate by sex (%)","Sex: Male","2015",0.954,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Switzerland","HIES - EU Statistics on Income and Living Conditions","Informal employment rate by sex (%)","Sex: Female","2015",2.488,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Switzerland","HIES - EU Statistics on Income and Living Conditions","Informal employment rate by sex (%)","Sex: Total","2014",1.417,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Switzerland","HIES - EU Statistics on Income and Living Conditions","Informal employment rate by sex (%)","Sex: Male","2014",0.762,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Switzerland","HIES - EU Statistics on Income and Living Conditions","Informal employment rate by sex (%)","Sex: Female","2014",2.229,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Switzerland","HIES - EU Statistics on Income and Living Conditions","Informal employment rate by sex (%)","Sex: Total","2013",1.194,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Switzerland","HIES - EU Statistics on Income and Living Conditions","Informal employment rate by sex (%)","Sex: Male","2013",0.532,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Switzerland","HIES - EU Statistics on Income and Living Conditions","Informal employment rate by sex (%)","Sex: Female","2013",2.017,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Switzerland","HIES - EU Statistics on Income and Living Conditions","Informal employment rate by sex (%)","Sex: Total","2012",1.074,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Switzerland","HIES - EU Statistics on Income and Living Conditions","Informal employment rate by sex (%)","Sex: Male","2012",0.342,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Switzerland","HIES - EU Statistics on Income and Living Conditions","Informal employment rate by sex (%)","Sex: Female","2012",1.967,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Switzerland","HIES - EU Statistics on Income and Living Conditions","Informal employment rate by sex (%)","Sex: Total","2011",1.195,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Switzerland","HIES - EU Statistics on Income and Living Conditions","Informal employment rate by sex (%)","Sex: Male","2011",0.514,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Switzerland","HIES - EU Statistics on Income and Living Conditions","Informal employment rate by sex (%)","Sex: Female","2011",2.047,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Switzerland","HIES - EU Statistics on Income and Living Conditions","Informal employment rate by sex (%)","Sex: Total","2010",2.714,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Switzerland","HIES - EU Statistics on Income and Living Conditions","Informal employment rate by sex (%)","Sex: Male","2010",2.42,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Switzerland","HIES - EU Statistics on Income and Living Conditions","Informal employment rate by sex (%)","Sex: Female","2010",3.08,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Switzerland","HIES - EU Statistics on Income and Living Conditions","Informal employment rate by sex (%)","Sex: Total","2009",2.473,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Switzerland","HIES - EU Statistics on Income and Living Conditions","Informal employment rate by sex (%)","Sex: Male","2009",2.065,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Switzerland","HIES - EU Statistics on Income and Living Conditions","Informal employment rate by sex (%)","Sex: Female","2009",2.992,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Switzerland","HIES - EU Statistics on Income and Living Conditions","Informal employment rate by sex (%)","Sex: Total","2008",2.998,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Switzerland","HIES - EU Statistics on Income and Living Conditions","Informal employment rate by sex (%)","Sex: Male","2008",2.759,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Switzerland","HIES - EU Statistics on Income and Living Conditions","Informal employment rate by sex (%)","Sex: Female","2008",3.334,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Switzerland","HIES - EU Statistics on Income and Living Conditions","Informal employment rate by sex (%)","Sex: Total","2007",2.606,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Switzerland","HIES - EU Statistics on Income and Living Conditions","Informal employment rate by sex (%)","Sex: Male","2007",2.351,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Switzerland","HIES - EU Statistics on Income and Living Conditions","Informal employment rate by sex (%)","Sex: Female","2007",2.961,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Chile","LFS - National Employment Survey","Informal employment rate by sex (%)","Sex: Total","2023",27.355,,,"Repository: ILO-STATISTICS - Micro data processing"
"Chile","LFS - National Employment Survey","Informal employment rate by sex (%)","Sex: Male","2023",26.207,,,"Repository: ILO-STATISTICS - Micro data processing"
"Chile","LFS - National Employment Survey","Informal employment rate by sex (%)","Sex: Female","2023",28.878,,,"Repository: ILO-STATISTICS - Micro data processing"
"Chile","LFS - National Employment Survey","Informal employment rate by sex (%)","Sex: Total","2022",27.355,,,"Repository: ILO-STATISTICS - Micro data processing"
"Chile","LFS - National Employment Survey","Informal employment rate by sex (%)","Sex: Male","2022",26.556,,,"Repository: ILO-STATISTICS - Micro data processing"
"Chile","LFS - National Employment Survey","Informal employment rate by sex (%)","Sex: Female","2022",28.447,,,"Repository: ILO-STATISTICS - Micro data processing"
"Chile","LFS - National Employment Survey","Informal employment rate by sex (%)","Sex: Total","2021",27.354,,,"Repository: ILO-STATISTICS - Micro data processing"
"Chile","LFS - National Employment Survey","Informal employment rate by sex (%)","Sex: Male","2021",26.749,,,"Repository: ILO-STATISTICS - Micro data processing"
"Chile","LFS - National Employment Survey","Informal employment rate by sex (%)","Sex: Female","2021",28.216,,,"Repository: ILO-STATISTICS - Micro data processing"
"Chile","LFS - National Employment Survey","Informal employment rate by sex (%)","Sex: Total","2020",25.83,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Chile","LFS - National Employment Survey","Informal employment rate by sex (%)","Sex: Male","2020",25.272,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Chile","LFS - National Employment Survey","Informal employment rate by sex (%)","Sex: Female","2020",26.628,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Chile","LFS - National Employment Survey","Informal employment rate by sex (%)","Sex: Total","2019",28,,,"Repository: ILO-STATISTICS - Micro data processing"
"Chile","LFS - National Employment Survey","Informal employment rate by sex (%)","Sex: Male","2019",27.086,,,"Repository: ILO-STATISTICS - Micro data processing"
"Chile","LFS - National Employment Survey","Informal employment rate by sex (%)","Sex: Female","2019",29.243,,,"Repository: ILO-STATISTICS - Micro data processing"
"Chile","LFS - National Employment Survey","Informal employment rate by sex (%)","Sex: Total","2018",28.133,,,"Repository: ILO-STATISTICS - Micro data processing"
"Chile","LFS - National Employment Survey","Informal employment rate by sex (%)","Sex: Male","2018",26.884,,,"Repository: ILO-STATISTICS - Micro data processing"
"Chile","LFS - National Employment Survey","Informal employment rate by sex (%)","Sex: Female","2018",29.855,,,"Repository: ILO-STATISTICS - Micro data processing"
"Chile","LFS - National Employment Survey","Informal employment rate by sex (%)","Sex: Total","2017",64.068,,,"Repository: ILO-STATISTICS - Micro data processing"
"Chile","LFS - National Employment Survey","Informal employment rate by sex (%)","Sex: Male","2017",63.611,,,"Repository: ILO-STATISTICS - Micro data processing"
"Chile","LFS - National Employment Survey","Informal employment rate by sex (%)","Sex: Female","2017",64.701,,,"Repository: ILO-STATISTICS - Micro data processing"
"Chile","HIES - Supplemental Income Survey","Informal employment rate by sex (%)","Sex: Total","2016",39.547,,,"Repository: ILO-STATISTICS - Micro data processing"
"Chile","HIES - Supplemental Income Survey","Informal employment rate by sex (%)","Sex: Male","2016",38.556,,,"Repository: ILO-STATISTICS - Micro data processing"
"Chile","HIES - Supplemental Income Survey","Informal employment rate by sex (%)","Sex: Female","2016",40.824,,,"Repository: ILO-STATISTICS - Micro data processing"
"Chile","HIES - Supplemental Income Survey","Informal employment rate by sex (%)","Sex: Total","2015",39.007,,,"Repository: ILO-STATISTICS - Micro data processing"
"Chile","HIES - Supplemental Income Survey","Informal employment rate by sex (%)","Sex: Male","2015",37.465,,,"Repository: ILO-STATISTICS - Micro data processing"
"Chile","HIES - Supplemental Income Survey","Informal employment rate by sex (%)","Sex: Female","2015",40.961,,,"Repository: ILO-STATISTICS - Micro data processing"
"Chile","HIES - Supplemental Income Survey","Informal employment rate by sex (%)","Sex: Total","2014",38.895,,,"Repository: ILO-STATISTICS - Micro data processing"
"Chile","HIES - Supplemental Income Survey","Informal employment rate by sex (%)","Sex: Male","2014",37.572,,,"Repository: ILO-STATISTICS - Micro data processing"
"Chile","HIES - Supplemental Income Survey","Informal employment rate by sex (%)","Sex: Female","2014",40.614,,,"Repository: ILO-STATISTICS - Micro data processing"
"Chile","HIES - Supplemental Income Survey","Informal employment rate by sex (%)","Sex: Total","2013",38.457,,,"Repository: ILO-STATISTICS - Micro data processing"
"Chile","HIES - Supplemental Income Survey","Informal employment rate by sex (%)","Sex: Male","2013",36.763,,,"Repository: ILO-STATISTICS - Micro data processing"
"Chile","HIES - Supplemental Income Survey","Informal employment rate by sex (%)","Sex: Female","2013",40.672,,,"Repository: ILO-STATISTICS - Micro data processing"
"Chile","HIES - Supplemental Income Survey","Informal employment rate by sex (%)","Sex: Total","2012",38.467,,,"Repository: ILO-STATISTICS - Micro data processing"
"Chile","HIES - Supplemental Income Survey","Informal employment rate by sex (%)","Sex: Male","2012",36.526,,,"Repository: ILO-STATISTICS - Micro data processing"
"Chile","HIES - Supplemental Income Survey","Informal employment rate by sex (%)","Sex: Female","2012",41.052,,,"Repository: ILO-STATISTICS - Micro data processing"
"Chile","HIES - Supplemental Income Survey","Informal employment rate by sex (%)","Sex: Total","2011",39.869,,,"Repository: ILO-STATISTICS - Micro data processing"
"Chile","HIES - Supplemental Income Survey","Informal employment rate by sex (%)","Sex: Male","2011",37.168,,,"Repository: ILO-STATISTICS - Micro data processing"
"Chile","HIES - Supplemental Income Survey","Informal employment rate by sex (%)","Sex: Female","2011",43.509,,,"Repository: ILO-STATISTICS - Micro data processing"
"Chile","HIES - Supplemental Income Survey","Informal employment rate by sex (%)","Sex: Total","2010",42.099,,,"Repository: ILO-STATISTICS - Micro data processing"
"Chile","HIES - Supplemental Income Survey","Informal employment rate by sex (%)","Sex: Male","2010",40.201,,,"Repository: ILO-STATISTICS - Micro data processing"
"Chile","HIES - Supplemental Income Survey","Informal employment rate by sex (%)","Sex: Female","2010",44.745,,,"Repository: ILO-STATISTICS - Micro data processing"
"Côte d'Ivoire","HIES - Living Standards Measurement Survey","Informal employment rate by sex (%)","Sex: Total","2022",92.096,,,"Repository: ILO-STATISTICS - Micro data processing"
"Côte d'Ivoire","HIES - Living Standards Measurement Survey","Informal employment rate by sex (%)","Sex: Male","2022",89.232,,,"Repository: ILO-STATISTICS - Micro data processing"
"Côte d'Ivoire","HIES - Living Standards Measurement Survey","Informal employment rate by sex (%)","Sex: Female","2022",95.392,,,"Repository: ILO-STATISTICS - Micro data processing"
"Côte d'Ivoire","LFS - National Survey on the Employment Situation","Informal employment rate by sex (%)","Sex: Total","2019",91.677,,,"Repository: ILO-STATISTICS - Micro data processing"
"Côte d'Ivoire","LFS - National Survey on the Employment Situation","Informal employment rate by sex (%)","Sex: Male","2019",88.544,,,"Repository: ILO-STATISTICS - Micro data processing"
"Côte d'Ivoire","LFS - National Survey on the Employment Situation","Informal employment rate by sex (%)","Sex: Female","2019",95.93,,,"Repository: ILO-STATISTICS - Micro data processing"
"Côte d'Ivoire","LFS - Regional Integrated Survey on Employment and the Informal Sector","Informal employment rate by sex (%)","Sex: Total","2017",86.663,,,"Repository: ILO-STATISTICS - Micro data processing"
"Côte d'Ivoire","LFS - Regional Integrated Survey on Employment and the Informal Sector","Informal employment rate by sex (%)","Sex: Male","2017",83.941,,,"Repository: ILO-STATISTICS - Micro data processing"
"Côte d'Ivoire","LFS - Regional Integrated Survey on Employment and the Informal Sector","Informal employment rate by sex (%)","Sex: Female","2017",90.694,,,"Repository: ILO-STATISTICS - Micro data processing"
"Côte d'Ivoire","LFS - National Survey on the Employment Situation","Informal employment rate by sex (%)","Sex: Total","2016",93.532,,,"Repository: ILO-STATISTICS - Micro data processing"
"Côte d'Ivoire","LFS - National Survey on the Employment Situation","Informal employment rate by sex (%)","Sex: Male","2016",91.284,,,"Repository: ILO-STATISTICS - Micro data processing"
"Côte d'Ivoire","LFS - National Survey on the Employment Situation","Informal employment rate by sex (%)","Sex: Female","2016",96.516,,,"Repository: ILO-STATISTICS - Micro data processing"
"Côte d'Ivoire","LFS - National Survey on the Employment Situation","Informal employment rate by sex (%)","Sex: Total","2013",97.706,,,"Repository: ILO-STATISTICS - Micro data processing"
"Côte d'Ivoire","LFS - National Survey on the Employment Situation","Informal employment rate by sex (%)","Sex: Male","2013",96.755,,,"Repository: ILO-STATISTICS - Micro data processing"
"Côte d'Ivoire","LFS - National Survey on the Employment Situation","Informal employment rate by sex (%)","Sex: Female","2013",98.874,,,"Repository: ILO-STATISTICS - Micro data processing"
"Côte d'Ivoire","LFS - National Survey on the Employment Situation","Informal employment rate by sex (%)","Sex: Total","2012",94.771,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Côte d'Ivoire","LFS - National Survey on the Employment Situation","Informal employment rate by sex (%)","Sex: Male","2012",93.311,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Côte d'Ivoire","LFS - National Survey on the Employment Situation","Informal employment rate by sex (%)","Sex: Female","2012",96.451,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Cameroon","HS - Household Survey","Informal employment rate by sex (%)","Sex: Total","2014",87.099,,,"Repository: ILO-STATISTICS - Micro data processing"
"Cameroon","HS - Household Survey","Informal employment rate by sex (%)","Sex: Male","2014",82.781,,,"Repository: ILO-STATISTICS - Micro data processing"
"Cameroon","HS - Household Survey","Informal employment rate by sex (%)","Sex: Female","2014",91.666,,,"Repository: ILO-STATISTICS - Micro data processing"
"Cameroon","HS - Household Survey","Informal employment rate by sex (%)","Sex: Total","2007",90.981,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Cameroon","HS - Household Survey","Informal employment rate by sex (%)","Sex: Male","2007",86.877,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Cameroon","HS - Household Survey","Informal employment rate by sex (%)","Sex: Female","2007",95.162,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","HIES - Indicator Cluster Survey","Informal employment rate by sex (%)","Sex: Total","2020",96.759,,,"Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","HIES - Indicator Cluster Survey","Informal employment rate by sex (%)","Sex: Male","2020",95.742,,,"Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","HIES - Indicator Cluster Survey","Informal employment rate by sex (%)","Sex: Female","2020",97.823,,,"Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex (%)","Sex: Total","2012",97.344,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex (%)","Sex: Male","2012",96.043,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex (%)","Sex: Female","2012",98.666,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex (%)","Sex: Total","2005",98.619,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex (%)","Sex: Male","2005",97.918,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex (%)","Sex: Female","2005",99.305,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo","LFS - Employment Survey","Informal employment rate by sex (%)","Sex: Total","2009",85.278,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Urban areas only"
"Congo","LFS - Employment Survey","Informal employment rate by sex (%)","Sex: Male","2009",88.345,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Urban areas only"
"Congo","LFS - Employment Survey","Informal employment rate by sex (%)","Sex: Female","2009",82.868,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Urban areas only"
"Cook Islands","LFS - Labour Force Survey","Informal employment rate by sex (%)","Sex: Total","2019",29.171,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Cook Islands","LFS - Labour Force Survey","Informal employment rate by sex (%)","Sex: Male","2019",28.327,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Cook Islands","LFS - Labour Force Survey","Informal employment rate by sex (%)","Sex: Female","2019",30.154,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex (%)","Sex: Total","2023",55.933,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex (%)","Sex: Male","2023",57.995,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex (%)","Sex: Female","2023",53.013,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex (%)","Sex: Total","2022",57.163,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex (%)","Sex: Male","2022",59.432,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex (%)","Sex: Female","2022",53.873,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex (%)","Sex: Total","2021",63.242,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex (%)","Sex: Male","2021",64.567,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex (%)","Sex: Female","2021",61.208,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex (%)","Sex: Total","2019",61.95,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex (%)","Sex: Male","2019",62.579,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex (%)","Sex: Female","2019",61.049,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex (%)","Sex: Total","2018",62.421,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex (%)","Sex: Male","2018",63.324,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex (%)","Sex: Female","2018",61.137,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex (%)","Sex: Total","2017",62.192,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex (%)","Sex: Male","2017",62.772,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex (%)","Sex: Female","2017",61.377,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex (%)","Sex: Total","2016",62.419,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex (%)","Sex: Male","2016",62.928,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex (%)","Sex: Female","2016",61.706,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex (%)","Sex: Total","2015",63.208,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex (%)","Sex: Male","2015",63.53,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex (%)","Sex: Female","2015",62.759,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex (%)","Sex: Total","2014",63.429,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex (%)","Sex: Male","2014",63.561,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex (%)","Sex: Female","2014",63.243,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex (%)","Sex: Total","2013",65.045,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex (%)","Sex: Male","2013",65.144,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex (%)","Sex: Female","2013",64.906,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex (%)","Sex: Total","2012",66.953,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex (%)","Sex: Male","2012",66.864,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex (%)","Sex: Female","2012",67.079,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex (%)","Sex: Total","2011",67.371,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex (%)","Sex: Male","2011",67.493,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex (%)","Sex: Female","2011",67.195,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex (%)","Sex: Total","2010",68.069,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex (%)","Sex: Male","2010",68.529,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex (%)","Sex: Female","2010",67.4,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","Informal employment rate by sex (%)","Sex: Total","2009",68.763,,,"Repository: ILO-STATISTICS - Micro data processing"
